gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,0,No,46,Yes,No,DSL,2,45,0
Male,0,No,1,Yes,No,DSL,2,85,1
Female,0,No,8,Yes,Yes,DSL,0,65,0
Male,0,Yes,23,Yes,No,Fiber optic,1,60,0
Female,1,No,56,Yes,Yes,Fiber optic,1,73,0
Male,0,No,3,Yes,Yes,Fiber optic,2,84,0
Female,0,No,55,Yes,No,DSL,2,65,0
Male,0,No,4,Yes,Yes,DSL,2,49,0
Female,0,Yes,72,No,Yes,Fiber optic,0,65,0
Female,0,No,17,Yes,No,Fiber optic,2,19,0
Female,0,Yes,65,Yes,No,DSL,0,99,0
Male,0,No,1,Yes,Yes,Fiber optic,1,20,1
Female,0,No,52,Yes,No,Fiber optic,0,80,0
Male,0,No,25,Yes,Yes,Fiber optic,1,20,0
Female,0,No,58,Yes,Yes,DSL,0,94,0
Female,0,No,71,No,No,Fiber optic,1,48,0
Male,0,No,3,Yes,No,DSL,2,74,0
Male,0,Yes,17,Yes,Yes,Fiber optic,0,67,0
Male,0,No,1,Yes,Yes,Fiber optic,2,70,0
Male,0,No,17,Yes,Yes,Fiber optic,2,80,0
Female,0,Yes,13,Yes,No,DSL,2,54,0
Female,1,No,1,Yes,No,DSL,2,70,1
Male,0,No,29,Yes,No,Fiber optic,0,59,0
Female,0,No,57,Yes,Yes,Fiber optic,2,113,1
Female,0,No,12,Yes,Yes,Fiber optic,0,51,0
Male,1,No,13,Yes,Yes,DSL,2,90,1
Male,0,No,53,Yes,Yes,Fiber optic,0,25,0
Male,0,No,57,Yes,No,Fiber optic,0,60,0
Female,1,No,65,Yes,Yes,DSL,2,106,1
Female,0,No,4,Yes,Yes,DSL,0,60,1
Female,1,No,13,Yes,No,DSL,1,55,0
Female,0,Yes,8,Yes,No,DSL,0,19,0
Female,0,No,60,Yes,No,Fiber optic,1,106,0
Female,0,No,15,Yes,Yes,Fiber optic,0,88,1
Female,0,No,1,Yes,No,Fiber optic,1,70,1
Male,0,Yes,34,No,Yes,DSL,0,30,0
Male,0,Yes,1,Yes,No,Fiber optic,0,45,0
Female,1,No,35,Yes,Yes,Fiber optic,0,108,0
Male,0,Yes,2,Yes,No,DSL,0,55,0
Female,0,Yes,34,Yes,Yes,DSL,2,21,0
Male,0,No,15,Yes,Yes,DSL,2,20,0
Female,0,No,42,Yes,No,DSL,0,66,0
Female,0,No,70,Yes,Yes,Fiber optic,0,20,0
Male,0,Yes,34,Yes,Yes,Fiber optic,2,79,0
Male,1,No,42,Yes,No,DSL,0,79,0
Female,0,No,1,Yes,Yes,Fiber optic,1,19,0
Female,0,Yes,57,Yes,No,Fiber optic,2,53,0
Female,0,No,14,Yes,Yes,Fiber optic,0,65,1
Male,0,No,10,Yes,Yes,Fiber optic,1,57,0
Female,0,No,22,Yes,No,DSL,1,65,0
Female,0,No,15,Yes,No,DSL,2,20,1
Male,0,No,60,Yes,No,Fiber optic,0,24,0
Male,1,No,9,Yes,No,DSL,0,99,1
Male,0,No,59,Yes,No,DSL,0,61,0
Male,0,No,34,Yes,No,DSL,0,106,1
Female,0,No,1,Yes,No,DSL,0,100,1
Female,0,No,48,Yes,No,Fiber optic,0,97,0
Male,0,Yes,71,Yes,No,DSL,2,90,0
Female,0,Yes,71,No,No,DSL,2,60,0
Female,0,No,9,Yes,Yes,DSL,1,44,1
Female,0,No,10,Yes,No,DSL,0,24,0
Female,0,No,72,Yes,No,DSL,2,115,0
Male,0,No,3,No,No,DSL,1,30,0
Male,0,No,57,No,No,DSL,1,54,0
Female,0,No,35,Yes,Yes,Fiber optic,1,57,0
Male,0,No,50,Yes,No,Fiber optic,0,70,0
Male,0,No,9,Yes,No,Fiber optic,0,86,0
Male,0,Yes,12,Yes,No,Fiber optic,2,49,0
Male,1,No,60,Yes,Yes,Fiber optic,0,98,0
Male,0,No,46,No,Yes,DSL,0,30,1
Female,0,No,12,No,No,DSL,0,34,0
Female,0,No,11,Yes,Yes,Fiber optic,0,54,0
Male,0,No,39,No,Yes,DSL,0,41,0
Male,0,Yes,50,Yes,No,Fiber optic,0,104,1
Female,0,No,19,Yes,Yes,DSL,2,87,0
Male,0,Yes,72,Yes,No,Fiber optic,2,105,0
Male,1,No,7,Yes,No,Fiber optic,0,96,1
Male,0,No,37,Yes,No,DSL,0,67,0
Male,0,Yes,31,Yes,Yes,Fiber optic,0,26,0
Female,0,No,1,Yes,No,DSL,1,70,1
Female,1,No,72,Yes,Yes,Fiber optic,0,112,0
Female,0,Yes,32,Yes,Yes,Fiber optic,2,61,0
Male,0,No,46,Yes,No,DSL,0,73,0
Female,0,No,27,Yes,Yes,DSL,2,96,0
Male,0,Yes,69,Yes,No,DSL,1,21,0
Male,0,No,14,Yes,No,DSL,0,93,0
Female,0,No,32,Yes,No,DSL,0,20,0
Male,0,No,67,Yes,No,DSL,0,19,0
Female,0,No,1,Yes,Yes,DSL,2,20,0
Male,0,No,43,Yes,Yes,Fiber optic,0,91,0
Male,0,No,2,Yes,No,Fiber optic,0,49,0
Female,0,No,12,No,Yes,DSL,2,50,0
Female,0,No,28,No,No,DSL,1,36,0
Female,1,No,30,Yes,No,DSL,0,104,0
Male,0,No,16,Yes,No,Fiber optic,0,89,1
Male,0,Yes,31,Yes,No,DSL,2,79,1
Female,0,Yes,14,Yes,No,DSL,0,59,0
Female,1,No,72,Yes,No,Fiber optic,0,110,0
Female,0,Yes,53,Yes,No,DSL,1,21,0
Male,0,No,68,No,Yes,Fiber optic,1,40,0
Female,0,No,50,Yes,No,DSL,1,90,0
Female,1,No,70,Yes,No,DSL,0,106,0
Female,0,No,36,Yes,No,DSL,0,95,0
Female,0,No,57,No,No,Fiber optic,0,59,0
Female,0,No,9,Yes,Yes,DSL,2,88,0
Male,0,Yes,3,Yes,Yes,DSL,0,55,1
Female,0,Yes,19,Yes,No,Fiber optic,2,25,0
Female,0,No,68,Yes,No,DSL,0,119,0
Male,1,No,29,Yes,No,DSL,2,96,1
Female,1,No,17,Yes,Yes,DSL,0,83,0
Male,1,No,71,Yes,No,Fiber optic,1,115,0
Male,0,Yes,1,Yes,Yes,Fiber optic,0,89,1
Female,0,Yes,49,Yes,No,DSL,0,79,0
Female,0,No,13,Yes,Yes,Fiber optic,1,84,1
Male,0,No,39,Yes,No,DSL,0,100,0
Female,0,Yes,49,Yes,No,Fiber optic,0,20,0
Female,0,Yes,22,Yes,No,Fiber optic,0,85,0
Male,0,Yes,61,Yes,No,DSL,2,68,0
Male,0,No,1,Yes,Yes,DSL,1,21,1
Female,0,No,2,Yes,Yes,DSL,1,104,1
Female,0,Yes,7,Yes,Yes,Fiber optic,1,20,0
Male,1,No,71,Yes,No,DSL,1,25,0
Female,0,No,3,Yes,Yes,Fiber optic,1,76,1
Male,0,No,72,Yes,No,DSL,1,25,0
Male,1,No,40,Yes,No,DSL,2,56,0
Male,0,No,14,Yes,Yes,Fiber optic,0,20,0
Female,0,No,65,Yes,Yes,Fiber optic,0,108,0
Female,0,No,47,Yes,Yes,DSL,2,100,0
Male,0,No,25,Yes,No,DSL,0,20,0
Male,1,No,2,Yes,Yes,Fiber optic,2,73,0
Male,1,No,46,No,No,Fiber optic,0,60,1
Female,0,Yes,55,Yes,No,DSL,1,21,0
Female,0,No,63,Yes,No,DSL,0,110,0
Male,0,Yes,62,Yes,Yes,Fiber optic,2,86,0
Female,0,No,48,No,Yes,DSL,2,45,1
Male,0,No,18,Yes,No,Fiber optic,0,78,0
Male,0,No,71,Yes,Yes,Fiber optic,0,86,0
Male,0,Yes,35,Yes,No,Fiber optic,0,90,0
Female,0,No,27,Yes,No,DSL,0,57,0
Male,0,Yes,68,Yes,No,Fiber optic,0,92,0
Female,0,No,3,Yes,Yes,DSL,2,20,0
Female,0,No,39,Yes,No,Fiber optic,0,21,0
Female,0,No,53,Yes,No,DSL,1,94,0
Female,0,Yes,28,Yes,No,DSL,0,90,1
Male,0,No,5,Yes,No,DSL,1,75,0
Male,0,No,50,No,No,DSL,2,35,0
Male,0,No,19,Yes,No,DSL,2,79,0
Male,0,Yes,17,Yes,No,Fiber optic,0,70,0
Male,0,No,20,Yes,No,Fiber optic,0,52,0
Female,0,Yes,63,Yes,Yes,Fiber optic,2,20,0
Male,0,No,72,Yes,No,DSL,0,87,0
Male,0,No,52,Yes,No,Fiber optic,0,92,0
Female,0,Yes,59,Yes,No,DSL,0,20,0
Male,0,Yes,30,Yes,Yes,Fiber optic,0,64,0
Female,1,No,19,Yes,No,DSL,0,95,0
Male,0,Yes,47,Yes,Yes,DSL,2,113,0
Male,0,No,43,No,No,DSL,0,44,0
Male,0,No,57,No,Yes,DSL,2,58,0
Male,0,No,59,Yes,Yes,Fiber optic,1,54,0
Female,0,No,12,Yes,Yes,Fiber optic,0,85,0
Male,0,No,43,Yes,No,Fiber optic,0,56,0
Male,0,No,64,Yes,Yes,Fiber optic,0,87,0
Male,0,Yes,6,Yes,Yes,DSL,1,20,0
Male,1,No,1,Yes,Yes,DSL,2,70,1
Male,0,Yes,17,Yes,No,Fiber optic,0,25,0
Female,1,No,60,Yes,No,DSL,0,106,1
Male,0,Yes,72,Yes,Yes,DSL,1,114,0
Male,0,No,5,No,No,DSL,0,43,1
Female,0,Yes,65,Yes,No,DSL,1,109,0
Male,0,No,6,Yes,No,DSL,2,59,0
Male,0,No,4,Yes,Yes,Fiber optic,2,74,1
Female,0,Yes,20,Yes,No,DSL,1,106,1
Female,0,No,61,Yes,Yes,Fiber optic,2,24,0
Female,1,No,65,Yes,Yes,DSL,2,105,1
Female,0,No,72,Yes,No,Fiber optic,0,116,0
Female,1,No,8,Yes,Yes,Fiber optic,0,106,1
Female,0,No,12,Yes,No,DSL,0,74,1
Female,1,No,43,Yes,No,DSL,1,108,1
Female,1,No,30,No,No,Fiber optic,1,40,1
Male,0,No,58,Yes,No,DSL,0,81,0
Female,0,No,46,Yes,No,DSL,2,71,0
Male,0,No,24,Yes,No,DSL,0,94,0
Male,0,Yes,49,No,No,Fiber optic,0,52,1
Male,1,No,4,Yes,No,DSL,2,71,0
Male,0,Yes,10,Yes,No,DSL,1,50,0
Male,0,Yes,54,Yes,Yes,Fiber optic,0,55,1
Female,0,No,50,No,No,DSL,0,40,0
Female,0,Yes,48,Yes,Yes,DSL,2,82,1
Female,0,No,30,Yes,Yes,Fiber optic,0,85,1
Female,0,Yes,3,Yes,No,DSL,1,64,0
Female,0,Yes,1,Yes,No,Fiber optic,0,20,1
Female,0,Yes,48,No,No,Fiber optic,0,46,0
Female,0,No,29,Yes,No,DSL,1,66,0
Female,0,No,14,Yes,No,DSL,0,59,0
Female,1,No,49,Yes,No,Fiber optic,0,102,0
Female,0,Yes,69,Yes,No,DSL,0,19,0
Female,0,Yes,72,No,No,DSL,1,54,0
Female,0,Yes,66,Yes,No,DSL,0,58,0
Male,0,Yes,53,Yes,No,DSL,1,96,0
Male,1,No,15,Yes,Yes,Fiber optic,0,86,1
Male,0,No,27,Yes,Yes,Fiber optic,0,50,0
Female,0,No,72,Yes,No,DSL,1,73,0
Male,0,No,21,Yes,Yes,DSL,2,55,0
Male,0,No,55,Yes,No,DSL,0,59,0
Female,1,No,6,Yes,No,DSL,0,74,1
Female,0,No,18,No,No,Fiber optic,1,40,0
Male,0,No,3,Yes,Yes,Fiber optic,2,70,0
Male,0,Yes,55,Yes,Yes,Fiber optic,0,59,0
Male,0,No,4,Yes,Yes,Fiber optic,0,75,1
Female,1,No,10,No,No,DSL,0,35,1
Female,1,No,70,Yes,Yes,Fiber optic,0,91,0
Female,0,No,50,Yes,No,DSL,0,20,0
Male,0,Yes,72,Yes,No,DSL,0,24,0
Female,0,Yes,44,Yes,No,DSL,0,78,0
Male,0,No,6,Yes,No,DSL,0,50,0
Male,0,No,25,Yes,No,DSL,2,21,0
Male,0,No,6,Yes,Yes,DSL,0,21,0
Male,0,No,1,Yes,No,DSL,0,45,1
Female,0,No,53,Yes,No,DSL,0,106,1
Female,0,No,14,Yes,No,DSL,0,106,1
Male,0,Yes,66,No,Yes,Fiber optic,1,55,0
Male,0,No,68,Yes,No,DSL,0,100,0
Female,0,No,28,Yes,No,DSL,0,55,0
Female,0,Yes,3,No,No,Fiber optic,0,30,1
Female,0,No,24,Yes,Yes,DSL,1,95,0
Female,0,No,9,No,No,DSL,1,41,0
Female,0,No,56,Yes,No,Fiber optic,0,105,0
Male,0,Yes,21,Yes,Yes,DSL,1,46,0
Male,1,No,16,Yes,No,DSL,0,87,1
Male,0,Yes,72,Yes,No,DSL,0,25,0
Male,0,No,1,Yes,No,DSL,1,45,0
Female,0,Yes,32,Yes,No,DSL,0,99,0
Female,0,No,1,Yes,No,DSL,1,20,0
Female,0,No,25,Yes,Yes,Fiber optic,0,19,0
Female,0,Yes,17,Yes,No,DSL,0,62,0
Male,0,No,33,Yes,No,Fiber optic,0,96,1
Male,0,Yes,14,Yes,No,Fiber optic,2,69,0
Female,0,No,72,No,Yes,DSL,2,66,0
Male,0,No,47,Yes,No,DSL,0,103,0
Female,0,No,39,Yes,Yes,Fiber optic,0,105,1
Female,0,No,6,Yes,Yes,Fiber optic,0,21,0
Female,0,Yes,11,Yes,Yes,DSL,2,21,0
Female,1,No,20,Yes,Yes,DSL,1,91,0
Male,0,Yes,62,Yes,No,DSL,0,106,0
Male,0,No,1,No,No,Fiber optic,0,24,1
Male,0,Yes,34,No,Yes,Fiber optic,0,41,0
Male,0,Yes,28,Yes,No,Fiber optic,0,85,0
Male,0,Yes,42,No,No,DSL,0,45,0
Female,1,No,24,No,No,DSL,1,41,1
Female,0,No,55,Yes,No,DSL,0,73,0
Male,0,No,36,Yes,Yes,Fiber optic,0,85,1
Male,0,No,24,Yes,No,Fiber optic,1,56,1
Female,0,No,25,Yes,Yes,DSL,0,66,0
Female,0,Yes,33,Yes,Yes,DSL,2,20,0
Female,1,No,1,Yes,Yes,DSL,1,78,1
Male,0,Yes,39,Yes,No,DSL,2,101,0
Male,0,No,55,No,No,Fiber optic,0,55,1
Female,0,Yes,70,Yes,No,Fiber optic,1,74,0
Female,0,No,4,Yes,No,DSL,0,69,1
Male,0,No,7,Yes,Yes,Fiber optic,0,85,1
Female,0,Yes,54,Yes,No,DSL,0,20,0
Female,0,Yes,31,Yes,No,DSL,1,104,1
Female,1,Yes,60,Yes,No,DSL,0,75,0
Male,1,No,65,Yes,No,Fiber optic,1,71,0
Female,0,No,12,Yes,No,DSL,2,20,0
Female,0,No,7,Yes,No,Fiber optic,1,19,0
Female,1,No,44,Yes,No,DSL,2,85,0
Male,1,No,7,Yes,No,Fiber optic,0,89,0
Male,0,No,12,Yes,No,DSL,2,25,0
Male,0,No,62,Yes,No,DSL,1,60,0
Male,0,Yes,4,Yes,No,DSL,0,20,0
Female,0,No,5,Yes,Yes,DSL,2,64,0
Female,0,No,2,Yes,No,DSL,1,76,1
Male,0,No,1,Yes,Yes,Fiber optic,2,70,1
Female,0,Yes,40,Yes,No,DSL,0,71,0
Female,0,No,1,No,Yes,Fiber optic,1,36,0
Male,0,Yes,25,Yes,Yes,Fiber optic,0,20,0
Male,0,No,6,Yes,No,Fiber optic,0,56,0
Male,0,No,41,Yes,Yes,Fiber optic,0,74,0
Male,0,Yes,9,Yes,No,DSL,0,50,0
Male,1,No,1,Yes,Yes,Fiber optic,0,75,1
Female,0,No,22,Yes,Yes,DSL,2,76,0
Female,0,No,38,Yes,Yes,Fiber optic,0,89,0
Male,0,No,23,Yes,No,DSL,0,99,1
Male,0,Yes,60,Yes,No,Fiber optic,0,77,0
Female,0,No,47,Yes,No,DSL,0,66,0
Female,0,Yes,72,Yes,Yes,Fiber optic,0,93,0
Male,0,Yes,70,Yes,No,DSL,1,106,0
Male,0,No,1,Yes,Yes,Fiber optic,2,71,0
Female,0,Yes,4,Yes,Yes,Fiber optic,0,86,1
Female,0,No,8,Yes,No,DSL,0,76,0
Male,0,Yes,71,Yes,Yes,DSL,2,114,0
Female,0,No,2,Yes,Yes,Fiber optic,0,80,1
Male,0,Yes,34,Yes,Yes,Fiber optic,0,20,0
Male,0,No,40,Yes,No,DSL,0,80,0
Male,0,No,20,Yes,No,DSL,2,19,0
Female,0,No,27,Yes,No,Fiber optic,0,89,0
Male,0,No,30,Yes,No,DSL,2,97,0
Female,0,No,9,Yes,Yes,Fiber optic,1,69,0
Female,0,No,3,Yes,No,DSL,2,95,0
Male,0,No,12,Yes,Yes,Fiber optic,0,25,0
Female,0,No,71,Yes,Yes,Fiber optic,0,86,0
Female,0,Yes,27,Yes,No,Fiber optic,0,24,0
Female,0,Yes,40,Yes,Yes,DSL,2,64,0
Male,0,No,52,No,No,DSL,2,30,0
Female,0,No,70,Yes,Yes,Fiber optic,2,95,0
Male,0,Yes,3,Yes,Yes,Fiber optic,0,71,0
Male,0,Yes,10,Yes,No,DSL,0,24,0
Male,0,No,7,Yes,No,DSL,2,19,1
Male,0,No,61,Yes,No,DSL,0,96,0
Female,0,No,7,Yes,No,Fiber optic,0,63,0
Male,0,Yes,72,Yes,No,DSL,2,105,0
Male,0,No,1,Yes,No,DSL,2,60,1
Male,1,No,3,Yes,No,DSL,0,77,1
Male,0,Yes,25,Yes,No,DSL,0,26,0
Female,0,Yes,1,No,No,DSL,0,30,1
Female,0,Yes,33,Yes,Yes,Fiber optic,2,79,0
Female,1,No,32,Yes,No,DSL,2,80,0
Male,0,Yes,52,Yes,Yes,Fiber optic,0,25,0
Female,1,No,28,Yes,Yes,Fiber optic,2,101,1
Female,1,No,16,Yes,No,DSL,2,85,1
Male,0,Yes,26,Yes,No,DSL,1,79,0
Male,0,No,1,Yes,Yes,DSL,2,79,1
Male,0,Yes,58,Yes,Yes,Fiber optic,0,82,0
Female,1,No,60,Yes,Yes,DSL,1,106,0
Male,0,No,32,Yes,Yes,Fiber optic,0,91,0
Female,0,No,18,Yes,Yes,Fiber optic,1,20,0
Male,0,No,1,Yes,No,Fiber optic,0,95,1
Female,1,Yes,48,No,No,DSL,2,30,0
Male,1,Yes,51,Yes,Yes,DSL,2,84,1
Female,0,No,72,No,No,DSL,0,54,1
Male,0,No,23,Yes,No,DSL,0,81,1
Male,1,No,11,Yes,No,DSL,2,20,1
Male,1,No,52,Yes,Yes,DSL,0,104,1
Female,0,No,41,Yes,No,DSL,1,50,0
Female,0,No,63,Yes,No,Fiber optic,0,82,0
Male,0,No,61,Yes,No,Fiber optic,0,106,0
Female,0,No,12,Yes,No,DSL,2,89,0
Female,0,No,1,Yes,Yes,Fiber optic,0,91,1
Female,0,No,14,Yes,Yes,Fiber optic,2,80,0
Male,0,No,69,Yes,Yes,Fiber optic,1,24,0
Female,1,No,13,Yes,No,DSL,2,101,1
Male,0,Yes,9,Yes,No,Fiber optic,1,102,0
Male,0,Yes,22,Yes,Yes,Fiber optic,2,20,0
Female,0,Yes,1,Yes,Yes,DSL,1,20,1
Male,1,No,1,No,No,DSL,0,43,1
Female,0,No,71,Yes,Yes,DSL,2,94,1
Female,0,Yes,42,Yes,No,DSL,0,23,0
Male,0,No,1,Yes,Yes,Fiber optic,2,75,1
Female,1,No,42,Yes,Yes,DSL,2,85,1
Female,0,Yes,8,Yes,Yes,DSL,2,56,0
Male,1,No,65,Yes,No,DSL,0,101,0
Male,0,No,20,Yes,No,Fiber optic,1,69,0
Female,0,No,1,Yes,No,DSL,1,82,1
Male,0,Yes,42,Yes,No,Fiber optic,0,69,0
Male,0,Yes,51,Yes,No,Fiber optic,0,24,0
Male,0,No,43,Yes,No,Fiber optic,0,80,0
Female,0,No,46,Yes,No,Fiber optic,0,94,0
Male,0,No,52,Yes,No,DSL,2,89,0
Female,0,No,10,Yes,Yes,DSL,2,20,0
Male,1,No,35,Yes,No,Fiber optic,0,91,0
Male,0,Yes,66,Yes,No,DSL,0,66,0
Female,0,Yes,52,Yes,No,DSL,2,96,0
Male,0,No,46,Yes,No,DSL,0,109,0
Male,0,Yes,50,Yes,Yes,Fiber optic,0,70,0
Male,0,No,13,Yes,No,Fiber optic,0,102,1
Female,1,No,27,Yes,Yes,DSL,0,78,1
Male,0,No,22,Yes,Yes,Fiber optic,2,101,0
Male,0,No,26,Yes,No,DSL,2,45,0
Male,1,No,45,Yes,Yes,Fiber optic,0,94,0
Female,0,No,16,Yes,Yes,Fiber optic,0,19,0
Male,0,No,49,Yes,No,DSL,0,107,0
Female,0,Yes,14,Yes,Yes,Fiber optic,0,26,0
Male,1,No,17,Yes,Yes,Fiber optic,0,45,1
Female,0,Yes,72,Yes,No,DSL,0,24,0
Male,0,No,49,Yes,Yes,Fiber optic,0,95,0
Female,0,No,67,Yes,Yes,DSL,2,21,0
Female,0,No,29,No,No,DSL,0,31,0
Male,0,Yes,13,Yes,No,DSL,0,97,0
Female,0,Yes,72,Yes,No,DSL,2,110,0
Male,0,No,58,Yes,Yes,Fiber optic,2,50,0
Female,1,No,1,Yes,Yes,Fiber optic,0,72,0
Male,1,No,5,Yes,Yes,DSL,2,20,0
Female,0,Yes,34,Yes,No,Fiber optic,0,116,0
Female,0,Yes,72,Yes,Yes,Fiber optic,2,118,0
Male,1,No,51,Yes,No,DSL,0,94,0
Female,0,Yes,4,Yes,Yes,Fiber optic,0,56,1
Male,0,No,4,Yes,No,DSL,0,86,1
Female,1,No,24,Yes,No,DSL,0,94,1
Female,1,No,31,No,Yes,Fiber optic,2,50,0
Male,0,No,1,Yes,Yes,Fiber optic,2,54,1
Male,1,No,1,Yes,No,DSL,1,45,1
Female,0,Yes,34,Yes,Yes,DSL,1,68,0
Female,1,No,22,Yes,No,Fiber optic,0,74,1
Female,1,No,4,Yes,No,DSL,0,20,0
Male,0,No,72,Yes,Yes,DSL,2,101,0
Male,0,No,8,Yes,No,Fiber optic,0,20,0
Female,0,No,1,Yes,Yes,Fiber optic,0,80,1
Female,0,No,1,Yes,Yes,DSL,2,26,0
Female,0,No,9,Yes,No,DSL,1,91,1
Male,1,No,33,Yes,Yes,DSL,1,101,0
Male,0,Yes,53,Yes,No,Fiber optic,0,105,0
Male,0,No,57,Yes,No,Fiber optic,0,87,0
Female,0,No,60,Yes,No,DSL,0,79,0
Male,0,No,72,No,Yes,Fiber optic,0,65,0
Male,1,No,32,Yes,No,DSL,2,94,0
Male,1,No,48,Yes,No,DSL,1,99,0
Female,0,Yes,22,Yes,No,DSL,0,19,0
Female,0,Yes,65,No,Yes,DSL,0,45,0
Female,0,No,65,Yes,Yes,Fiber optic,0,59,0
Female,1,No,66,Yes,No,DSL,1,101,0
Male,0,No,71,Yes,Yes,DSL,0,105,0
Male,0,No,17,Yes,Yes,Fiber optic,1,70,1
Male,1,No,2,Yes,No,Fiber optic,0,45,1
Male,0,No,51,Yes,Yes,Fiber optic,0,96,0
Male,0,No,20,Yes,Yes,Fiber optic,0,71,0
Male,0,No,71,Yes,Yes,Fiber optic,1,110,0
Male,0,Yes,67,Yes,Yes,Fiber optic,2,111,1
Female,1,No,1,Yes,No,DSL,2,75,1
Male,0,No,16,Yes,No,Fiber optic,0,75,0
Female,1,No,55,Yes,Yes,Fiber optic,1,89,0
Female,0,Yes,7,Yes,No,Fiber optic,0,76,0
Female,0,Yes,43,Yes,Yes,Fiber optic,1,64,0
Female,0,No,1,Yes,Yes,DSL,0,55,1
Female,0,No,4,No,No,DSL,0,25,0
Male,1,No,72,Yes,No,DSL,0,114,0
Female,1,No,49,Yes,Yes,Fiber optic,0,103,0
Male,0,No,53,Yes,No,DSL,1,94,1
Female,0,No,60,No,Yes,DSL,2,50,0
Female,1,No,68,Yes,No,Fiber optic,0,97,1
Male,1,No,57,Yes,No,DSL,2,80,0
Female,0,No,7,Yes,No,Fiber optic,0,81,1
Female,0,Yes,7,Yes,No,DSL,2,69,0
Male,0,No,68,Yes,No,DSL,0,24,0
Male,0,Yes,19,Yes,No,DSL,0,100,1
Female,0,Yes,67,Yes,No,DSL,0,106,0
Male,0,Yes,67,Yes,Yes,Fiber optic,1,60,0
Male,0,No,35,Yes,Yes,DSL,0,69,0
Female,0,Yes,67,Yes,Yes,DSL,0,107,0
Female,0,No,11,Yes,No,Fiber optic,0,90,1
Male,1,No,56,Yes,No,Fiber optic,0,86,0
Male,0,No,8,No,Yes,Fiber optic,0,29,0
Female,0,Yes,22,Yes,No,DSL,2,25,0
Male,0,No,71,Yes,No,Fiber optic,0,84,0
Female,0,Yes,46,No,Yes,Fiber optic,1,35,0
Female,0,No,66,Yes,No,DSL,1,105,0
Male,0,No,15,Yes,No,DSL,2,49,0
Male,0,No,25,Yes,No,DSL,0,96,0
Male,0,No,32,Yes,No,DSL,1,20,0
Male,0,No,8,Yes,No,DSL,2,67,0
Male,0,No,6,Yes,No,DSL,0,25,0
Female,0,No,3,Yes,No,DSL,1,46,0
Male,0,Yes,11,Yes,Yes,DSL,1,60,0
Male,0,Yes,15,Yes,No,DSL,2,91,0
Female,0,No,23,Yes,No,DSL,0,90,1
Female,0,No,1,Yes,Yes,Fiber optic,0,44,0
Male,0,Yes,37,No,No,DSL,0,40,0
Male,0,Yes,69,Yes,Yes,DSL,2,81,0
Female,0,Yes,8,Yes,No,DSL,0,55,0
Female,0,No,6,No,Yes,DSL,2,63,0
Female,0,No,58,Yes,Yes,Fiber optic,0,84,0
Female,0,Yes,39,Yes,No,DSL,0,90,1
Male,1,No,23,Yes,Yes,DSL,2,90,0
Male,0,Yes,66,Yes,Yes,DSL,2,20,0
Male,0,No,51,Yes,Yes,DSL,1,83,0
Male,0,Yes,15,Yes,No,DSL,0,20,0
Male,0,No,51,Yes,Yes,Fiber optic,0,80,1
Male,0,No,4,Yes,No,DSL,0,19,0
Female,0,No,18,Yes,Yes,Fiber optic,2,50,0
Male,0,No,46,Yes,Yes,Fiber optic,1,94,1
Male,1,No,3,Yes,No,Fiber optic,0,106,1
Male,0,No,63,Yes,Yes,Fiber optic,0,25,0
Male,0,Yes,52,Yes,No,DSL,0,96,1
Female,0,No,17,Yes,No,DSL,0,69,0
Female,0,No,43,Yes,Yes,Fiber optic,1,85,0
Male,0,No,69,Yes,No,DSL,0,20,0
Female,0,Yes,70,Yes,No,DSL,0,80,0
Female,0,No,4,Yes,Yes,Fiber optic,0,24,0
Male,0,Yes,60,Yes,No,Fiber optic,1,21,0
Female,0,No,20,No,No,DSL,0,24,1
Male,0,Yes,69,Yes,No,DSL,2,96,0
Female,0,Yes,48,Yes,Yes,Fiber optic,2,105,0
Female,0,No,1,No,No,DSL,0,31,0
Male,0,Yes,8,Yes,No,DSL,2,51,1
Male,1,No,1,Yes,No,DSL,2,46,0
Male,0,No,22,Yes,No,DSL,1,20,0
Male,1,No,16,No,Yes,Fiber optic,2,39,1
Male,0,No,72,Yes,No,Fiber optic,0,118,0
Male,0,No,11,Yes,No,DSL,2,61,0
Male,0,No,4,Yes,Yes,DSL,1,91,0
Female,0,No,8,Yes,No,DSL,0,20,0
Female,1,No,54,Yes,Yes,DSL,2,82,1
Male,0,No,69,Yes,No,DSL,2,82,0
Male,1,No,46,Yes,Yes,Fiber optic,0,80,1
Female,0,Yes,67,Yes,Yes,Fiber optic,2,51,0
Male,1,No,20,Yes,No,Fiber optic,0,90,0
Female,0,No,41,Yes,Yes,Fiber optic,0,114,1
Male,1,No,3,No,Yes,Fiber optic,0,41,1
Male,0,No,15,No,No,DSL,0,51,0
Male,0,No,22,Yes,No,DSL,2,79,1
Male,0,No,18,Yes,Yes,Fiber optic,0,81,1
Female,0,No,9,Yes,Yes,Fiber optic,0,98,1
Male,0,No,26,Yes,No,DSL,0,76,0
Male,1,No,71,Yes,No,Fiber optic,1,106,0
Female,0,No,16,Yes,No,DSL,0,19,0
Female,1,No,72,Yes,No,DSL,0,89,0
Male,0,No,42,Yes,No,Fiber optic,0,25,0
Male,0,Yes,47,Yes,No,DSL,0,96,0
