gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,TotalCharges
Female,0,No,59,Yes,No,DSL,One year,93,No,5487
Male,0,Yes,34,Yes,Yes,DSL,Two year,90,No,3060
Female,0,Yes,1,Yes,Yes,DSL,One year,46,Yes,46
Male,0,No,22,Yes,No,DSL,Month-to-month,54,Yes,1188
Male,1,No,49,Yes,No,DSL,Month-to-month,90,Yes,4410
Female,1,No,9,Yes,No,DSL,Month-to-month,90,No,810
Male,0,No,4,Yes,Yes,DSL,Two year,78,Yes,312
Female,0,No,25,Yes,Yes,DSL,Two year,100,Yes,2500
Male,1,No,1,No,No,DSL,One year,25,Yes,25
Male,0,No,42,Yes,No,DSL,Month-to-month,20,No,840
Female,1,No,35,Yes,No,DSL,Month-to-month,99,No,3465
Female,0,Yes,1,No,No,Fiber optic,One year,25,No,25
Female,0,No,3,Yes,No,DSL,Month-to-month,19,No,57
Male,0,No,44,Yes,No,DSL,Two year,60,No,2640
Male,0,Yes,45,Yes,No,Fiber optic,Month-to-month,95,No,4275
Male,0,Yes,1,No,Yes,Fiber optic,Month-to-month,30,Yes,30
Male,0,No,71,Yes,Yes,DSL,Two year,91,No,6461
Female,0,No,18,Yes,No,DSL,Month-to-month,96,No,1728
Female,0,No,2,Yes,Yes,Fiber optic,One year,75,No,150
Female,0,Yes,1,Yes,No,DSL,Two year,50,Yes,50
Female,0,No,33,Yes,No,DSL,Month-to-month,100,No,3300
Male,0,No,72,Yes,No,DSL,Month-to-month,89,No,6408
Male,1,No,71,No,No,DSL,Two year,56,No,3976
Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,74,Yes,148
Female,0,Yes,57,Yes,Yes,Fiber optic,Month-to-month,20,No,1140
Female,0,Yes,52,Yes,No,Fiber optic,One year,51,No,2652
Male,0,No,49,Yes,Yes,DSL,Month-to-month,104,Yes,5096
Female,0,No,1,Yes,No,DSL,Two year,21,Yes,21
Female,0,Yes,7,Yes,Yes,Fiber optic,One year,21,No,147
Male,1,No,18,Yes,Yes,DSL,Two year,94,No,1692
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,70,No,140
Male,0,No,37,Yes,No,DSL,Month-to-month,55,No,2035
Male,0,No,1,Yes,No,DSL,Month-to-month,24,Yes,24
Female,0,Yes,48,No,No,DSL,Month-to-month,45,No,2160
Male,0,No,37,Yes,Yes,DSL,Month-to-month,96,No,3552
Male,0,No,3,Yes,No,DSL,Month-to-month,74,No,222
Male,0,No,35,Yes,No,DSL,One year,55,Yes,1925
Female,0,No,15,Yes,No,DSL,Two year,20,No,300
Male,0,Yes,72,Yes,No,DSL,Two year,21,No,1512
Male,0,No,18,Yes,Yes,Fiber optic,One year,19,No,342
Female,0,No,2,Yes,No,Fiber optic,Two year,86,Yes,172
Male,0,No,35,Yes,No,Fiber optic,Month-to-month,55,No,1925
Female,0,No,11,Yes,Yes,DSL,Two year,49,Yes,539
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,79,No,2054
Male,1,No,37,Yes,No,DSL,One year,72,No,2664
Female,1,No,56,Yes,Yes,Fiber optic,Month-to-month,100,No,5600
Male,0,Yes,69,Yes,No,Fiber optic,Two year,60,No,4140
Male,0,Yes,62,Yes,No,Fiber optic,Month-to-month,116,No,7192
Male,0,No,50,No,No,Fiber optic,Month-to-month,35,No,1750
Female,0,Yes,62,Yes,Yes,Fiber optic,Month-to-month,111,No,6882
Female,0,No,54,Yes,No,DSL,Month-to-month,100,No,5400
Male,0,No,63,Yes,No,DSL,One year,87,No,5481
Male,0,Yes,22,Yes,No,Fiber optic,Month-to-month,58,No,1276
Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,19,No,570
Male,1,No,57,Yes,No,Fiber optic,Month-to-month,54,No,3078
Female,1,No,58,Yes,No,DSL,One year,98,No,5684
Male,1,No,55,No,No,Fiber optic,Month-to-month,45,No,2475
Female,0,No,37,Yes,Yes,Fiber optic,Month-to-month,102,Yes,3774
Male,0,No,2,Yes,No,DSL,One year,54,No,108
Male,1,No,49,Yes,No,DSL,One year,88,No,4312
Male,1,No,24,Yes,Yes,Fiber optic,Month-to-month,79,Yes,1896
Female,0,No,29,Yes,No,Fiber optic,Month-to-month,55,No,1595
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,45,Yes,45
Male,0,No,72,Yes,No,DSL,Month-to-month,110,No,7920
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,64,No,704
Female,0,Yes,7,Yes,No,Fiber optic,One year,69,Yes,483
Female,0,Yes,59,Yes,No,DSL,Month-to-month,21,No,1239
Female,0,No,68,Yes,Yes,Fiber optic,Two year,56,No,3808
Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,94,No,6298
Female,1,No,2,Yes,No,DSL,Month-to-month,79,Yes,158
Male,1,No,31,Yes,Yes,Fiber optic,Month-to-month,91,No,2821
Male,0,Yes,16,Yes,No,DSL,One year,64,No,1024
Male,0,No,17,Yes,Yes,DSL,Two year,94,Yes,1598
Female,1,No,7,Yes,Yes,Fiber optic,Month-to-month,89,No,623
Female,0,No,10,No,Yes,Fiber optic,Month-to-month,36,No,360
Female,0,No,2,Yes,No,DSL,Month-to-month,90,No,180
Female,0,Yes,59,Yes,Yes,DSL,One year,90,No,5310
Female,1,No,3,Yes,No,DSL,Month-to-month,75,Yes,225
Female,0,No,22,Yes,No,DSL,Month-to-month,89,No,1958
Male,0,No,13,Yes,Yes,DSL,One year,51,No,663
Female,0,No,10,Yes,No,DSL,Two year,45,No,450
Female,0,Yes,35,No,No,DSL,Month-to-month,46,No,1610
Male,1,No,32,Yes,Yes,Fiber optic,Month-to-month,75,Yes,2400
Male,0,No,5,Yes,No,Fiber optic,One year,56,No,280
Female,1,No,31,Yes,No,Fiber optic,Month-to-month,85,No,2635
Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,45,No,2070
Female,1,No,20,Yes,No,DSL,One year,79,Yes,1580
Male,0,No,10,Yes,No,DSL,One year,80,No,800
Male,0,Yes,47,Yes,No,Fiber optic,Month-to-month,107,Yes,5029
Female,0,No,23,Yes,No,Fiber optic,One year,90,No,2070
Female,0,No,21,Yes,No,DSL,Two year,94,No,1974
Female,0,No,63,Yes,Yes,Fiber optic,One year,90,No,5670
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,50,Yes,100
Female,0,No,5,Yes,Yes,Fiber optic,Two year,20,No,100
Female,1,No,4,Yes,No,DSL,Two year,80,No,320
Female,0,No,52,No,No,DSL,One year,66,No,3432
Male,0,No,26,Yes,No,DSL,Month-to-month,20,No,520
Female,1,No,2,Yes,No,DSL,One year,70,Yes,140
Male,0,No,44,No,No,DSL,One year,54,No,2376
Male,0,No,2,No,No,DSL,Month-to-month,25,Yes,50
Female,0,No,2,Yes,No,DSL,Two year,20,No,40
Female,0,No,33,Yes,No,DSL,Month-to-month,108,No,3564
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,95,No,2850
Female,1,No,14,Yes,No,DSL,Month-to-month,100,Yes,1400
Male,0,No,12,Yes,Yes,DSL,Two year,95,No,1140
Male,0,No,41,Yes,Yes,Fiber optic,One year,89,No,3649
Male,0,Yes,9,Yes,No,DSL,One year,103,No,927
Female,1,No,69,Yes,Yes,DSL,Two year,110,No,7590
Female,0,No,2,Yes,No,DSL,Month-to-month,49,Yes,98
Male,0,No,30,Yes,No,Fiber optic,Month-to-month,56,No,1680
Female,0,No,51,Yes,Yes,Fiber optic,Month-to-month,94,No,4794
Female,1,No,50,Yes,Yes,Fiber optic,Two year,101,No,5050
Female,0,No,69,Yes,No,Fiber optic,One year,24,No,1656
Female,0,No,70,Yes,No,DSL,Two year,110,No,7700
Male,0,No,52,Yes,No,Fiber optic,One year,61,No,3172
Male,0,No,18,Yes,No,DSL,Month-to-month,49,Yes,882
Male,0,No,46,Yes,No,DSL,Month-to-month,89,No,4094
Male,0,Yes,55,Yes,No,DSL,Month-to-month,19,No,1045
Female,1,No,5,Yes,No,DSL,Two year,76,Yes,380
Female,1,No,3,Yes,Yes,Fiber optic,Month-to-month,87,Yes,261
Male,0,No,6,Yes,No,Fiber optic,Month-to-month,19,No,114
Male,0,Yes,70,Yes,No,DSL,Month-to-month,84,No,5880
Female,0,Yes,59,Yes,Yes,Fiber optic,Two year,72,No,4248
Female,0,No,40,No,Yes,Fiber optic,Month-to-month,55,No,2200
Male,0,No,71,Yes,No,DSL,Two year,20,No,1420
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,80,No,400
Female,0,Yes,10,Yes,No,DSL,Two year,86,No,860
Female,1,Yes,65,Yes,Yes,Fiber optic,Month-to-month,107,No,6955
Male,0,No,5,No,No,Fiber optic,Month-to-month,24,No,120
Male,0,Yes,1,Yes,No,DSL,One year,50,No,50
Male,0,Yes,57,Yes,Yes,DSL,One year,19,No,1083
Female,0,No,62,Yes,No,DSL,Month-to-month,81,No,5022
Male,1,No,30,Yes,No,Fiber optic,Month-to-month,69,No,2070
Male,0,No,29,No,No,DSL,Two year,34,No,986
Female,0,Yes,56,Yes,Yes,Fiber optic,Month-to-month,25,No,1400
Male,0,No,58,No,Yes,Fiber optic,Month-to-month,45,No,2610
Male,1,No,35,Yes,Yes,Fiber optic,One year,73,No,2555
Male,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,105,No,7035
Female,0,No,70,Yes,No,Fiber optic,Month-to-month,85,No,5950
Male,0,Yes,24,Yes,No,DSL,Month-to-month,56,No,1344
Male,0,No,34,Yes,Yes,Fiber optic,Month-to-month,57,No,1938
Female,1,No,71,Yes,Yes,DSL,One year,100,No,7100
Female,1,No,4,Yes,Yes,Fiber optic,Month-to-month,83,No,332
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,81,Yes,972
Male,0,No,15,Yes,No,DSL,Month-to-month,52,Yes,780
Male,0,Yes,46,Yes,Yes,Fiber optic,Month-to-month,25,No,1150
Male,0,Yes,44,Yes,Yes,Fiber optic,Month-to-month,62,No,2728
Male,0,No,40,Yes,Yes,Fiber optic,Two year,103,No,4120
Female,1,No,14,Yes,Yes,DSL,Two year,105,Yes,1470
Female,1,No,68,Yes,No,Fiber optic,Month-to-month,61,No,4148
Male,0,No,33,Yes,No,DSL,Month-to-month,61,No,2013
Female,0,Yes,29,Yes,Yes,Fiber optic,One year,20,No,580
Female,0,No,59,Yes,No,DSL,One year,107,No,6313
Male,0,No,25,Yes,No,DSL,Month-to-month,74,No,1850
Female,0,No,7,Yes,Yes,DSL,One year,69,No,483
Male,1,No,16,Yes,Yes,Fiber optic,Month-to-month,70,No,1120
Male,0,Yes,38,Yes,No,DSL,Month-to-month,74,No,2812
Female,0,No,10,Yes,Yes,Fiber optic,Two year,68,No,680
Male,0,No,69,Yes,No,DSL,Two year,20,No,1380
Male,1,No,54,No,No,DSL,Month-to-month,55,No,2970
Female,0,Yes,53,Yes,No,DSL,Month-to-month,85,No,4505
Male,0,Yes,1,Yes,Yes,DSL,Two year,20,Yes,20
Female,0,No,41,Yes,No,Fiber optic,Month-to-month,75,No,3075
Female,0,Yes,31,Yes,Yes,Fiber optic,Month-to-month,20,No,620
Male,1,No,20,Yes,No,Fiber optic,One year,107,No,2140
Male,0,Yes,19,No,No,DSL,One year,25,No,475
Female,0,No,50,Yes,No,DSL,Two year,76,No,3800
Male,0,Yes,27,Yes,Yes,DSL,Two year,20,No,540
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,110,Yes,5940
Female,1,No,42,Yes,No,Fiber optic,Month-to-month,95,No,3990
Male,0,Yes,12,Yes,No,DSL,Month-to-month,19,No,228
Male,0,Yes,49,Yes,No,DSL,Month-to-month,101,Yes,4949
Male,0,No,27,Yes,Yes,DSL,Month-to-month,69,No,1863
Female,0,No,24,Yes,No,Fiber optic,Month-to-month,20,No,480
Male,0,Yes,67,Yes,Yes,Fiber optic,One year,105,No,7035
Female,0,No,2,Yes,No,DSL,Two year,45,No,90
Male,0,No,72,Yes,No,Fiber optic,Month-to-month,114,No,8208
Female,1,No,52,Yes,No,DSL,One year,106,No,5512
Male,0,No,10,Yes,No,DSL,Month-to-month,74,Yes,740
Male,1,No,72,Yes,No,DSL,Month-to-month,74,No,5328
Male,1,Yes,72,Yes,No,DSL,Month-to-month,116,No,8352
Female,0,Yes,51,Yes,No,Fiber optic,Month-to-month,81,No,4131
Female,1,No,26,Yes,No,DSL,One year,98,No,2548
Female,1,No,52,Yes,No,DSL,Month-to-month,109,No,5668
Male,0,Yes,47,Yes,Yes,Fiber optic,Month-to-month,21,No,987
Male,0,No,36,Yes,Yes,Fiber optic,One year,19,No,684
Female,0,No,3,Yes,No,DSL,Month-to-month,20,Yes,60
Female,1,No,1,Yes,No,DSL,Two year,71,No,71
Male,1,No,12,No,Yes,DSL,Two year,44,Yes,528
Male,0,No,72,Yes,Yes,DSL,One year,112,No,8064
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,20,No,240
Male,1,No,1,Yes,Yes,Fiber optic,Two year,95,Yes,95
Male,0,No,30,Yes,No,DSL,One year,70,No,2100
Female,0,No,42,Yes,No,DSL,Month-to-month,50,No,2100
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,69,Yes,207
Male,1,No,13,Yes,Yes,Fiber optic,Month-to-month,89,Yes,1157
Female,0,No,12,Yes,Yes,DSL,Month-to-month,100,Yes,1200
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,101,Yes,5757
Male,1,No,32,Yes,Yes,DSL,Two year,85,Yes,2720
Male,0,No,68,Yes,No,DSL,Two year,77,No,5236
Female,0,Yes,8,Yes,Yes,DSL,Two year,20,No,160
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,20,Yes,20
Male,0,Yes,46,Yes,No,DSL,Two year,20,No,920
Male,0,No,10,Yes,Yes,Fiber optic,One year,95,No,950
Male,1,No,4,No,Yes,Fiber optic,Two year,30,No,120
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,46,No,46
Female,1,No,4,Yes,Yes,Fiber optic,One year,85,Yes,340
Female,0,No,68,Yes,Yes,Fiber optic,One year,20,No,1360
Male,0,Yes,58,Yes,No,DSL,One year,94,No,5452
Male,0,No,1,No,Yes,Fiber optic,Two year,24,No,24
Male,1,No,12,Yes,No,DSL,Month-to-month,73,No,876
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,100,Yes,500
Female,0,Yes,20,Yes,No,DSL,Two year,20,No,400
Male,0,Yes,27,Yes,No,DSL,Month-to-month,19,No,513
Female,0,No,31,Yes,No,DSL,Month-to-month,85,No,2635
Female,0,No,70,Yes,Yes,Fiber optic,Two year,98,No,6860
Male,0,Yes,67,Yes,No,DSL,One year,69,No,4623
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,50,No,150
Male,0,Yes,28,Yes,Yes,Fiber optic,Month-to-month,54,No,1512
Male,0,Yes,29,Yes,No,Fiber optic,Month-to-month,20,No,580
Female,0,No,4,Yes,No,DSL,Month-to-month,75,Yes,300
Female,0,No,50,Yes,No,DSL,One year,80,No,4000
Female,1,No,34,Yes,Yes,DSL,Month-to-month,64,No,2176
Male,0,Yes,67,Yes,No,DSL,One year,90,No,6030
Male,0,Yes,72,Yes,No,DSL,Month-to-month,104,No,7488
Female,1,No,4,Yes,No,DSL,One year,100,Yes,400
Female,1,No,7,Yes,Yes,Fiber optic,One year,84,No,588
Female,0,No,47,Yes,Yes,DSL,Month-to-month,104,No,4888
Female,0,Yes,11,Yes,Yes,DSL,Two year,51,No,561
Male,0,No,40,Yes,Yes,Fiber optic,One year,105,Yes,4200
Male,1,No,40,Yes,Yes,Fiber optic,One year,102,Yes,4080
Male,0,No,31,Yes,Yes,Fiber optic,Month-to-month,94,No,2914
Male,0,No,62,Yes,No,DSL,Month-to-month,23,No,1426
Female,0,No,61,Yes,Yes,Fiber optic,One year,104,No,6344
Female,0,Yes,67,No,Yes,Fiber optic,Two year,36,No,2412
Female,1,No,72,Yes,Yes,Fiber optic,Month-to-month,24,No,1728
Male,0,No,62,No,No,DSL,Month-to-month,39,No,2418
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70,Yes,140
Female,0,No,59,Yes,Yes,Fiber optic,One year,100,No,5900
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,56,No,224
Male,0,No,72,Yes,No,Fiber optic,One year,90,No,6480
Male,0,Yes,70,Yes,No,DSL,Month-to-month,65,No,4550
Male,0,Yes,38,Yes,No,Fiber optic,One year,99,Yes,3762
Male,1,No,19,Yes,No,Fiber optic,Two year,91,Yes,1729
Male,0,No,3,Yes,No,DSL,One year,70,Yes,210
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,58,No,232
Female,0,No,4,Yes,No,Fiber optic,One year,46,Yes,184
Male,0,Yes,18,Yes,Yes,Fiber optic,Month-to-month,95,Yes,1710
Male,0,No,51,Yes,No,DSL,Two year,25,No,1275
Female,0,No,13,Yes,No,Fiber optic,Month-to-month,85,Yes,1105
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,80,No,240
Female,1,No,10,Yes,No,DSL,Two year,85,Yes,850
Male,0,No,61,Yes,No,DSL,Two year,99,No,6039
Male,0,Yes,31,No,No,Fiber optic,Month-to-month,35,Yes,1085
Male,0,No,72,No,No,DSL,One year,66,No,4752
Male,1,No,14,Yes,Yes,Fiber optic,Two year,90,Yes,1260
Male,0,No,11,Yes,Yes,Fiber optic,Month-to-month,80,Yes,880
Male,1,Yes,56,Yes,Yes,Fiber optic,Two year,95,No,5320
Male,0,No,31,Yes,Yes,Fiber optic,Month-to-month,81,No,2511
Male,0,No,4,Yes,Yes,Fiber optic,One year,20,No,80
Male,1,No,21,Yes,Yes,Fiber optic,Month-to-month,65,No,1365
Female,0,Yes,22,Yes,Yes,Fiber optic,Month-to-month,21,No,462
Male,1,No,23,Yes,Yes,DSL,One year,90,No,2070
Female,0,No,29,No,No,DSL,Month-to-month,40,No,1160
Male,1,No,47,Yes,No,DSL,One year,60,No,2820
Female,1,No,65,Yes,Yes,Fiber optic,One year,109,No,7085
Female,0,No,1,No,No,DSL,One year,30,No,30
Male,0,Yes,8,Yes,No,DSL,One year,54,No,432
Female,0,Yes,24,Yes,Yes,DSL,Two year,83,No,1992
Male,1,No,5,Yes,No,DSL,Month-to-month,50,Yes,250
Female,1,No,25,Yes,No,DSL,Month-to-month,90,Yes,2250
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,69,Yes,138
Female,0,Yes,6,Yes,No,DSL,Two year,20,No,120
Male,0,Yes,41,Yes,Yes,Fiber optic,One year,20,No,820
Female,0,No,11,Yes,Yes,DSL,Month-to-month,45,No,495
Female,1,No,29,Yes,No,DSL,One year,99,Yes,2871
Female,0,Yes,30,Yes,No,Fiber optic,Month-to-month,20,No,600
Male,0,Yes,70,Yes,Yes,DSL,Two year,98,No,6860
Female,0,No,25,Yes,Yes,DSL,One year,54,No,1350
Female,0,Yes,12,No,Yes,DSL,Two year,29,Yes,348
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,20,No,240
Female,0,No,63,Yes,No,DSL,Month-to-month,108,Yes,6804
Female,0,No,47,Yes,No,DSL,Month-to-month,99,Yes,4653
Male,0,No,72,Yes,No,DSL,Two year,99,No,7128
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,50,No,900
Female,0,No,71,Yes,No,DSL,Month-to-month,85,No,6035
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,75,Yes,75
Male,0,Yes,42,Yes,Yes,Fiber optic,One year,54,No,2268
Female,0,No,19,Yes,No,DSL,Two year,89,No,1691
Male,0,Yes,72,Yes,Yes,Fiber optic,One year,105,No,7560
Female,0,No,70,Yes,No,DSL,One year,114,No,7980
Female,1,Yes,56,Yes,Yes,Fiber optic,One year,73,No,4088
Female,0,No,46,No,Yes,Fiber optic,Two year,46,No,2116
Female,0,Yes,72,Yes,No,DSL,One year,108,No,7776
Male,1,No,69,Yes,No,DSL,Two year,85,No,5865
Female,0,No,53,Yes,Yes,Fiber optic,Month-to-month,21,Yes,1113
Male,0,No,35,No,Yes,Fiber optic,Month-to-month,49,No,1715
Male,0,No,9,Yes,No,DSL,Month-to-month,88,No,792
Male,0,No,19,Yes,No,DSL,Month-to-month,89,No,1691
Female,0,No,61,Yes,No,Fiber optic,Month-to-month,115,No,7015
Male,0,No,8,Yes,No,DSL,Two year,55,No,440
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,101,No,2929
Male,0,No,72,Yes,No,Fiber optic,Month-to-month,108,No,7776
Male,0,Yes,1,Yes,No,DSL,Two year,100,Yes,100
Female,0,No,7,Yes,No,DSL,Two year,67,No,469
Male,0,No,16,Yes,Yes,DSL,Month-to-month,49,No,784
Male,0,Yes,21,No,No,DSL,Month-to-month,26,No,546
Female,0,No,7,No,No,DSL,Month-to-month,40,Yes,280
Male,1,No,7,Yes,No,Fiber optic,Month-to-month,90,Yes,630
Male,0,Yes,32,Yes,No,DSL,Two year,91,No,2912
Male,0,No,67,Yes,No,DSL,Month-to-month,116,Yes,7772
Female,0,Yes,67,Yes,Yes,Fiber optic,One year,109,No,7303
Male,0,No,24,Yes,No,DSL,Month-to-month,55,No,1320
Male,0,No,17,Yes,No,DSL,Two year,21,No,357
Male,0,No,24,Yes,Yes,Fiber optic,Two year,50,No,1200
Male,0,No,28,Yes,No,DSL,Two year,97,No,2716
Female,1,No,38,Yes,No,Fiber optic,One year,95,No,3610
Female,0,Yes,38,Yes,No,DSL,Month-to-month,80,Yes,3040
Male,0,No,1,Yes,Yes,Fiber optic,One year,79,Yes,79
Male,0,Yes,72,Yes,Yes,DSL,One year,103,Yes,7416
Female,0,No,8,Yes,No,DSL,One year,101,Yes,808
Male,1,No,62,Yes,No,DSL,Month-to-month,90,No,5580
Male,0,No,67,Yes,No,DSL,Two year,88,No,5896
Female,0,Yes,18,Yes,Yes,DSL,One year,20,No,360
Male,0,No,2,Yes,No,DSL,Month-to-month,64,No,128
Male,0,Yes,33,No,No,Fiber optic,Month-to-month,34,No,1122
Female,0,No,71,Yes,No,DSL,Two year,24,No,1704
Female,0,No,7,Yes,No,DSL,One year,21,No,147
Female,0,Yes,17,Yes,Yes,Fiber optic,Two year,93,No,1581
Male,0,No,12,Yes,No,Fiber optic,One year,20,No,240
Female,1,No,50,Yes,No,DSL,Month-to-month,109,No,5450
Male,0,No,45,Yes,No,DSL,Month-to-month,51,No,2295
Male,0,No,56,Yes,No,DSL,Two year,99,No,5544
Female,0,Yes,59,Yes,Yes,Fiber optic,Month-to-month,76,No,4484
Male,0,No,1,Yes,Yes,DSL,One year,87,Yes,87
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,81,Yes,81
Male,0,Yes,67,Yes,No,DSL,Month-to-month,90,No,6030
Male,0,Yes,39,No,No,DSL,Two year,45,No,1755
Female,0,Yes,36,Yes,No,DSL,Two year,93,No,3348
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,70,No,5040
Male,1,No,66,Yes,Yes,DSL,Two year,100,Yes,6600
Female,0,No,9,Yes,Yes,Fiber optic,Two year,20,No,180
Female,0,No,68,Yes,No,DSL,One year,26,No,1768
Male,0,No,7,Yes,Yes,Fiber optic,Two year,24,No,168
Male,0,No,4,Yes,No,Fiber optic,One year,50,Yes,200
Male,0,No,39,Yes,No,Fiber optic,Month-to-month,73,No,2847
Female,0,Yes,7,Yes,No,DSL,Month-to-month,21,No,147
Male,1,No,46,Yes,Yes,Fiber optic,Month-to-month,101,Yes,4646
Male,0,Yes,61,Yes,No,DSL,One year,98,No,5978
Male,0,No,20,Yes,No,DSL,Two year,20,No,400
Male,0,No,43,Yes,No,DSL,Month-to-month,100,Yes,4300
Male,0,Yes,62,Yes,No,DSL,Month-to-month,21,No,1302
Female,0,Yes,69,No,Yes,Fiber optic,Month-to-month,46,No,3174
Male,0,Yes,2,Yes,No,DSL,One year,61,No,122
Male,1,No,32,Yes,Yes,DSL,Two year,81,No,2592
Male,0,No,10,Yes,Yes,DSL,Two year,104,Yes,1040
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,100,No,6800
Male,0,No,13,Yes,No,DSL,Two year,75,Yes,975
Male,0,No,2,Yes,No,DSL,Two year,54,Yes,108
Male,0,No,34,Yes,Yes,DSL,Two year,26,No,884
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,90,No,6480
Male,0,No,64,Yes,No,DSL,Month-to-month,105,No,6720
Male,0,Yes,60,Yes,Yes,Fiber optic,Month-to-month,21,No,1260
Female,0,No,3,Yes,Yes,Fiber optic,One year,65,No,195
Female,0,No,65,Yes,No,Fiber optic,Two year,96,No,6240
Male,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,25,No,1250
Female,0,No,63,Yes,No,DSL,Month-to-month,81,No,5103
Female,1,No,60,Yes,Yes,DSL,One year,89,No,5340
Female,0,No,22,Yes,No,DSL,Month-to-month,26,No,572
Female,1,No,8,Yes,Yes,DSL,Two year,81,Yes,648
Female,0,No,23,Yes,Yes,Fiber optic,One year,74,No,1702
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,74,Yes,296
Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,19,No,38
Female,0,Yes,0,Yes,Yes,Fiber optic,Month-to-month,81,No,0
Female,0,Yes,2,Yes,Yes,DSL,Month-to-month,20,Yes,40
Female,0,No,62,Yes,Yes,Fiber optic,Month-to-month,26,No,1612
Female,1,No,14,Yes,No,DSL,Month-to-month,80,No,1120
Female,0,No,56,Yes,No,DSL,Month-to-month,20,No,1120
Female,1,No,34,Yes,No,DSL,Month-to-month,94,Yes,3196
Male,0,No,63,Yes,No,Fiber optic,Month-to-month,90,No,5670
Female,0,Yes,49,No,Yes,Fiber optic,Month-to-month,36,No,1764
Male,0,No,34,Yes,No,DSL,One year,101,No,3434
Male,0,No,1,Yes,No,DSL,Two year,44,No,44
Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,91,No,6552
Male,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,50,No,650
Female,0,Yes,68,Yes,No,Fiber optic,Month-to-month,83,Yes,5644
Male,0,No,18,Yes,No,Fiber optic,Month-to-month,55,No,990
Male,0,No,19,Yes,No,DSL,Month-to-month,100,Yes,1900
Female,1,No,40,Yes,No,DSL,One year,79,Yes,3160
Female,0,Yes,14,Yes,No,Fiber optic,Month-to-month,20,No,280
Female,0,No,46,Yes,No,DSL,Two year,45,No,2070
Male,0,No,1,Yes,No,DSL,Two year,85,Yes,85
Female,0,No,8,Yes,Yes,DSL,Month-to-month,65,No,520
Male,0,Yes,23,Yes,No,Fiber optic,One year,60,No,1380
Female,1,No,56,Yes,Yes,Fiber optic,One year,73,No,4088
Male,0,No,3,Yes,Yes,Fiber optic,Two year,84,No,252
Female,0,No,55,Yes,No,DSL,Two year,65,No,3575
Male,0,No,4,Yes,Yes,DSL,Two year,49,No,196
Female,0,Yes,72,No,Yes,Fiber optic,Month-to-month,65,No,4680
Female,0,No,17,Yes,No,Fiber optic,Two year,19,No,323
Female,0,Yes,65,Yes,No,DSL,Month-to-month,99,No,6435
Male,0,No,1,Yes,Yes,Fiber optic,One year,20,Yes,20
Female,0,No,52,Yes,No,Fiber optic,Month-to-month,80,No,4160
Male,0,No,25,Yes,Yes,Fiber optic,One year,20,No,500
Female,0,No,58,Yes,Yes,DSL,Month-to-month,94,No,5452
Female,0,No,71,No,No,Fiber optic,One year,48,No,3408
Male,0,No,3,Yes,No,DSL,Two year,74,No,222
Male,0,Yes,17,Yes,Yes,Fiber optic,Month-to-month,67,No,1139
Male,0,No,1,Yes,Yes,Fiber optic,Two year,70,No,70
Male,0,No,17,Yes,Yes,Fiber optic,Two year,80,No,1360
